% # columns=["iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=398758, Sun Nov 27 02:51:11 2016
0 1 1 0 0 1.00000000238 0.999999988647
1 7 0.887360554313 0 0 0.792873370314 0.845823651218
2 13 0.659938869053 0 0 0.537649338499 0.564212897396
3 19 0.643359876581 0 0 0.462195195897 0.602213252721
4 25 0.595270212302 0 0 0.424405649604 0.488680520057
5 31 0.713283530789 0 0 0.600632578015 0.555547754532
6 37 0.608158192297 0 0 0.454291848251 0.472889228777
7 43 0.453495616014 0 0 0.30065144373 0.314878122099
8 49 0.410078252939 0 0 0.277815924735 0.251427176942
9 55 0.432923349102 0 0 0.335135587596 0.233467065436
10 61 0.385996299931 0 0 0.272167274625 0.197809403743
11 67 0.313216831814 0 0 0.197488279413 0.142516631073
12 73 0.298556332768 0 0 0.169577084756 0.137612801502
13 79 0.264520971179 0 0 0.137807541205 0.109843536475
14 85 0.236647322538 0 0 0.119098409139 0.0890622497597
15 91 0.220204493113 0 0 0.110071916396 0.0758577194732
16 97 0.239116869554 0 0 0.113434443117 0.0889724292506
17 103 0.340215172381 0 0 0.148342151825 0.190468191194
18 109 0.479192157029 0 0 0.182663564429 0.332262142362
19 115 0.584749452383 0 0 0.234060955911 0.417849111043
20 121 0.548254727841 0 0 0.204460706078 0.371067286031
21 127 0.610439228581 0 0 0.211866444531 0.463586690563
22 133 0.669214725047 0 0 0.230486640925 0.484830516374
23 139 0.490034221032 0 0 0.151840027088 0.315074043603
24 145 0.516144765879 0 0 0.165872707476 0.3047890871
25 151 0.590890847516 0 0 0.167710463247 0.399428316168
26 157 0.50456139895 0 0 0.133096169976 0.305441168667
27 163 0.56749216429 0 0 0.162127562092 0.354372614277
28 169 0.727181910324 0 0 0.250407095127 0.476390121007
29 175 0.691103508673 0 0 0.212077612348 0.445799147006
30 181 0.514081444286 0 0 0.140091390363 0.297967952007
31 187 0.530245128323 0 0 0.15919441134 0.292912777002
32 193 0.42049374481 0 0 0.114117105443 0.21123141102
33 199 0.389753611388 0 0 0.0969999279862 0.173122619647
34 205 0.331875998418 0 0 0.0839030396132 0.153285236557
