% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=306775, Sun Nov 27 12:52:56 2016
1 9 1.0117985564 1.0 -2.23094077247 -2.2309407724730415e+00 -1.8832703152 -1.68968581125 1.0 1.0 1.0 1.0
2 17 0.872078687874 1.27080563394 -2.23094077247 -2.1495593939664910e+00 -1.78005375039 -1.43926370444 1.0 1.0 1.0 1.0
3 25 0.88311960008 1.29568029454 -2.43687411214 -2.2559030741931809e+00 -1.87712122113 -1.67724380751 1.0 1.0 1.0 1.0
4 33 0.830016258064 1.35500055726 -2.43687411214 -1.9204517608038563e+00 -1.93522490591 -1.58812459793 1.0 1.0 1.0 1.0
5 41 0.876853455233 1.47838414361 -2.43687411214 -2.2669228332993203e+00 -2.06028315593 -2.05957474566 0.840838723539 0.840838723539 0.840838723539 0.840838723539
