% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=313199, Sun Nov 27 13:44:52 2016
1 10 0.840626688751 1.0 -2.39222115915 -2.3922211591486442e+00 -1.44837525776 -1.45948394657 1.0 1.0 1.0 1.0 1.0 1.0
2 19 0.774054446583 1.03437281071 -2.39222115915 -2.2095469216034593e+00 -1.67759524626 -2.07419011834 1.0 1.0 1.0 1.0 1.0 1.0
3 28 0.697439174931 1.11644447095 -2.50854927264 -2.5085492726370826e+00 -1.68212321807 -1.43674261134 1.0 1.0 1.0 1.0 1.0 1.0
4 37 0.636781063839 1.15228434905 -2.50854927264 -2.3534840992255135e+00 -1.80045279324 -1.58698563604 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
5 46 0.597782925258 1.20394860128 -2.50854927264 -2.2582801417059288e+00 -2.00089746894 -1.77652824708 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
6 55 0.558610931499 1.23553256116 -2.50854927264 -2.4487477943700080e+00 -1.85013678499 -1.23408795605 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
7 64 0.482295459871 1.25658239495 -2.50854927264 -2.4543992307213807e+00 -1.58098409056 -1.3503743289 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
8 73 0.430603271666 1.266655822 -2.50854927264 -2.4343815751102027e+00 -1.71015083224 -1.24440167922 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
9 82 0.456002825429 1.33566523514 -2.56057285786 -2.5605728578568905e+00 -2.12315691807 -1.680217524 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
10 91 0.402280263308 1.52550864915 -2.56057285786 -2.3849738267164837e+00 -2.00531552752 -1.35787948561 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
11 100 0.392199533064 1.52067275611 -2.56057285786 -2.4363393701488678e+00 -2.04821075484 -1.49118595131 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
12 109 0.416197473014 1.53794993811 -2.56057285786 -2.4523514014473027e+00 -2.15644466223 -1.53517307445 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
13 118 0.400618804075 1.73665078805 -2.56057285786 -2.5189749134464665e+00 -2.10419477404 -1.89899090612 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
14 127 0.387032481859 1.78036413119 -2.56057285786 -2.3242754898137727e+00 -1.92486981975 -1.4354949905 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
15 136 0.351863299697 1.89074439978 -2.56057285786 -2.4856933674895862e+00 -2.0353496685 -1.62026719989 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
16 145 0.392253750544 1.9488267699 -2.56057285786 -2.3616286954633274e+00 -2.05943139239 -1.44082093387 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
17 154 0.369708061858 1.97113398377 -2.56057285786 -2.5101544545779033e+00 -2.35773046488 -1.86885855852 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
18 163 0.342074505733 1.98498139834 -2.56481158785 -2.5648115878519939e+00 -2.23198535221 -1.5607011103 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
19 172 0.374375491501 2.01993036828 -2.56481158785 -2.5130228595267283e+00 -2.24433381844 -1.5410054108 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
20 181 0.377770561113 1.95471440375 -2.56481158785 -2.4863446891468084e+00 -2.14013012958 -1.57938881998 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
21 190 0.33839643894 2.13892570847 -2.56481158785 -2.3074893123550244e+00 -2.02824929843 -1.74009564253 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
22 199 0.339226594607 2.11220948785 -2.56481158785 -2.1904560350679994e+00 -2.07285855633 -1.64663867163 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
23 208 0.327025723676 2.19161068304 -2.56481158785 -2.1886086580453310e+00 -1.77896043542 -1.60949887168 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284 1.29486551284
