%  columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=328489, Sun Nov 27 16:07:56 2016
0 1 1 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
1 12 0.933722326349 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2 23 0.93572244902 1.06104302175 0.984262237735 0.984262237735 0.984262250017 0.984262313201 0.984262362237 0.984262447683 0.984262533075 0.984262574306 0.988184055916 0.993082872336 1.00499541925 1.01132351842 1.06104302175
3 34 0.886556313773 1.10902301048 0.968772445056 0.968772445056 0.968772647051 0.968869126327 0.969610684824 0.971716302729 0.97377309198 0.97767374504 0.984756035229 0.993013582391 1.01615326011 1.03257551865 1.10902301048
4 45 0.820132911602 1.13308426129 0.953886174903 0.953886174903 0.955156504342 0.956689746052 0.958373344535 0.962081392956 0.965722760991 0.974577852287 0.987265747749 0.990233197553 1.01742876035 1.04582263493 1.13308426129
5 56 0.795828807323 1.13107984657 0.939933215597 0.939933215597 0.943011981086 0.944062444025 0.946060690305 0.952455037783 0.953974034616 0.969613565084 0.975777026461 0.979588336372 1.01732187836 1.03618698148 1.13107984657
6 67 0.763055891618 1.14806600925 0.927645710146 0.927645710146 0.930944598202 0.932074371695 0.936423377012 0.940095575472 0.956789459156 0.962725957757 0.969089029916 0.98550818478 1.02210317754 1.03733971503 1.14806600925
7 78 0.666098316591 1.13926989396 0.914603118903 0.914603118903 0.917769094723 0.921493808986 0.932234248398 0.938078553887 0.953549103977 0.961202974485 0.97175869455 0.982970788722 1.02437837204 1.03973800598 1.13926989396
8 89 0.632003410502 1.15444911047 0.901935724033 0.901935724033 0.904172642477 0.91883170645 0.922762866787 0.930115290581 0.944804253492 0.949551395661 0.973156005875 0.978852555919 1.01373665824 1.03502594044 1.15444911047
9 100 0.588335432571 1.14365964188 0.890506613923 0.890506613923 0.898815810017 0.908748204855 0.913200556318 0.919857139826 0.941633635846 0.954918330718 0.96096057383 0.989425464449 1.0123098022 1.03846622971 1.14365964188
10 111 0.537769564547 1.16237668562 0.884895386348 0.884895386348 0.889218692846 0.896191265088 0.903738705609 0.916136872132 0.931661396385 0.944386653176 0.96475092035 0.994662164007 1.00378514671 1.0319409447 1.16237668562
