% # iter+eval+sigma+0+fitness+xbest, seed=325831, Sun Nov 27 14:14:30 2016
1 11 0.856960563598 0 -2.18220932419 1.31551970393 3.5 0.505454913795 0.884603590099 4.0 0.0538378425012 3.4890559032 -0.210258092127
2 21 0.796137273544 0 -2.24373088678 2.23392681446 3.48689791971 3.11933978835 1.38382299566 3.90839837357 1.4533502934 4.0 1.10701098468
3 31 0.756901936356 0 -2.08750085791 1.73802282682 3.5 2.28985689716 0.561455170894 4.0 3.23276928951 3.60888633767 2.19654624639
4 41 0.761834510602 0 -2.11095875625 0.234893946985 0.853588823699 1.73083836996 1.86520096755 3.62236626876 2.23819039476 4.0 2.49938297424
5 51 0.759860978263 0 -1.65413277633 2.35450689359 2.31373143985 1.49283749358 0.0335507870783 4.0 3.5 4.0 0.205742730023
6 61 0.769370476809 0 -1.88195971876 -0.578844010599 -0.649804406246 3.19417331508 -0.350787399387 2.43562729714 2.86843747912 3.77647878749 3.5
7 71 0.764317894407 0 -2.16227454621 -2.14867022792 -0.413768210446 3.52343364681 -0.8172327836 0.309850156131 0.622687453612 1.9956073122 -0.446414769794
8 81 0.70087138448 0 -2.02328470741 1.89255434099 -0.76008786838 4.0 1.19884840526 2.40399315856 2.20459330651 0.87562217299 1.37895089851
9 91 0.626726059543 0 -1.90992422622 0.769670795494 -0.0327391513358 4.0 3.45329848077 -1.01696590985 -0.808474075228 2.606741741 0.45016149774
10 101 0.560175330344 0 -2.31108862309 0.261146559231 0.772003435083 3.08227058895 1.44705477526 3.56584863491 0.509635547556 1.85534745141 1.28446968053
11 111 0.532520898251 0 -2.22169600661 1.27225392164 1.4863096641 3.34122226247 2.12926933412 0.180948443584 2.48356368024 0.589507274318 -0.114384708943
12 121 0.482077397903 0 -2.59681328941 1.28538025081 0.904933736001 3.71886577494 0.5697538388 0.863085077074 0.220923639463 -0.279582919196 -0.59060824709
13 131 0.443612080946 0 -2.37559623131 0.384422405681 0.0349222114474 4.0 1.05459560397 0.762095883958 0.329284169479 0.596197283509 0.942248447281
14 141 0.422548350666 0 -2.25483574453 1.79602595105 0.747159210209 3.68694530322 2.29220234315 0.197126909454 0.191036007638 0.46765597644 1.00443400044
15 151 0.427935097995 0 -2.08815712682 -0.0164904022389 1.15929042412 4.0 1.83858898012 -1.08642638787 1.59762640404 -1.59998400392 0.580039999257
16 161 0.40141731977 0 -2.24948408577 0.333433117602 1.8711909313 3.23833656593 2.35188550386 0.762760183098 1.00754764712 0.0426718543781 1.5762389942
17 171 0.389591345684 0 -2.29944820923 0.475745632134 0.675025599942 2.47655850856 2.18306766933 -0.980156287689 0.694572659646 -1.01366704047 1.02182821999
18 181 0.348562771677 0 -2.18320898025 -0.372218196259 -0.664709231423 3.54003055243 1.77274284643 -0.953695488792 0.20468927603 0.486864116223 0.0339496210173
19 191 0.355404744007 0 -2.5299040202 0.887558341461 -0.41912886917 3.55777841217 0.883093214888 -0.0891026331069 0.282993172627 0.610673463974 0.48132529792
20 201 0.406592172513 0 -2.38099736309 -0.801995715302 -1.134882062 3.62304938343 -0.360679189827 1.08126597305 -0.361981767994 0.397115589418 0.311768067084
